province,city,tel,name,district,origin_address,qq,shop_url,img_tel,source,address,source_url
湖南省,长沙市,15355023437,雅馨花店,岳麓区,汽车西站箭弓山一期15栋6号门面,454867239,http://www.huawa.com/shop/423017,http://www.huawa.com/phone/ByDJlt_FWtY48SBltfCy7otvtUbto8UAQxu,huawa.com,汽车西站箭弓山一期15栋6号门面,http://www.huawa.com/store-0-0-0-0-0-0-0-0-81.html
浙江省,杭州市,"18557002567,15067158496",杭州三木目屋花坊,拱墅区,湖州街北城天地10幢1212,1751529793,http://www.huawa.com/shop/305428,"http://www.huawa.com/phone/buv4Cat2EYhcNaiJOdegnCZSNeAYBgSZNNd,http://www.huawa.com/phone/5UOE23NAWz5E8wLyoz6U63MgOC07E84KNsC",huawa.com,湖州街北城天地10幢1212,http://www.huawa.com/store-0-0-0-0-0-0-0-0-80.html
四川省,成都市,"13608030436,15852279376",于花花店,都江堰市,彩虹大道南三段196号16栋1层7号,1760738242,http://www.huawa.com/shop/416648,"http://www.huawa.com/phone/WjgewJWPqGMQhwcAL8WDYrJ_SFMQhybmbPL,http://www.huawa.com/phone/C57qp0MNwZzoNqDChsD5Hsyc9z1B4JwCdl7",huawa.com,彩虹大道南三段196号16栋1层7号,http://www.huawa.com/store-0-0-0-0-0-0-0-0-79.html
江苏省,盐城市,15189330551,贝绿草木花卉,滨海县,东坎镇向阳大道337号(张亮麻辣烫对面）,1021743137,http://www.huawa.com/shop/345626,http://www.huawa.com/phone/rCKnqwRE6UvjDeBlbgsFC6twEuTvjTi_wfv,huawa.com,东坎镇向阳大道337号(张亮麻辣烫对面）,http://www.huawa.com/store-0-0-0-0-0-0-0-0-78.html
山东省,烟台市,15966553406,倩倩鲜花店,芝罘区,"三道街,北河街市场往东50米路北",826673057,http://www.huawa.com/shop/358143,http://www.huawa.com/phone/g55vJxcl7Hhk1VmgYdTh5JKw13IhU1Ufzhi,huawa.com,"三道街,北河街市场往东50米路北",http://www.huawa.com/store-0-0-0-0-0-0-0-0-7235.html
山东省,淄博市,13250662424,香榭花舍,张店区,联通路76-6号,2628816788,http://www.huawa.com/shop/245579,http://www.huawa.com/phone/VJfGuFM_QAXRerZKG2VpTxD8QCXxesZFQKF,huawa.com,联通路76-6号,http://www.huawa.com/store-0-0-0-0-0-0-0-0-89.html
河北省,衡水市,"13831861511,15324399553",情人岛花店,桃城区,河北衡水市人民路与报社街交叉口200米路西情人岛花店,1556902977,http://www.huawa.com/shop/310125,"http://www.huawa.com/phone/EdMK6HeP8H-QY5DM147E9Y4FeX-HOo5CX5H,http://www.huawa.com/phone/pBGRS7BFg4htTrmtd6xqB-P6x5l6xxaqRxs",huawa.com,河北人民路与报社街交叉口200米路西情人岛花店,http://www.huawa.com/store-0-0-0-0-0-0-0-0-84.html
山东省,青岛市,15753219092,金致爱鲜花店,城阳区,城阳区西田社区,122613216,http://www.huawa.com/shop/332323,http://www.huawa.com/phone/vx0wEth3Yplg9shVXNxh8ErmBnVr1QFr8bc,huawa.com,西田社区,http://www.huawa.com/store-0-0-0-0-0-0-0-0-83.html
,,18659751122,玛格丽特花坊,,解放路一中东大门旁边,1149114569,http://www.huawa.com/shop/355113,http://www.huawa.com/phone/1sDERSq6GclfsO9ysY3chHRq6KglvgP8Nwn,huawa.com,解放路一中东大门旁边,http://www.huawa.com/store-0-0-0-0-0-0-0-0-85.html
江苏省,扬州市,13528120561,现代花艺行,邗江区,大学北路221号现代花艺行,1154636615,http://www.huawa.com/shop/418925,http://www.huawa.com/phone/dPmbDIRW9HRd-aPOvAdveAIBC7HRPhDZaSP,huawa.com,大学北路221号现代花艺行,http://www.huawa.com/store-0-0-0-0-0-0-0-0-87.html
山东省,威海市,"13563030518,13563030518",威海香石竹花店,环翠区,文化东路17号。财富广场红绿灯北48米路西,805187804,http://www.huawa.com/shop/303260,"http://www.huawa.com/phone/sggvUcxkTZe0x_Lvye-sAsVaRMSZe4_wdiN,http://www.huawa.com/phone/6NNGh6N-U149IaGj5y6tZi4t8049MaHEO9B",huawa.com,文化东路17号。财富广场红绿灯北48米路西,http://www.huawa.com/store-0-0-0-0-0-0-0-0-86.html
江西省,南昌市,15180189775,南昌伊呀呀鲜花,东湖区,东湖区696号南昌航空大学,192684387,http://www.huawa.com/shop/307932,http://www.huawa.com/phone/MPNK1M9ZzK-gQuJO4aNP94KtF3MOc0J58pe,huawa.com,696号南昌航空大学,http://www.huawa.com/store-0-0-0-0-0-0-0-0-82.html
广东省,佛山市,"15302815658,15800058694",护花使者花艺礼品坊,南海区,桂城街道茶基新村25号一楼首层,1801784740,http://www.huawa.com/shop/416352,"http://www.huawa.com/phone/osan8UvtyLQMWGg_NAKpsS3S96IRceKhaEZ,http://www.huawa.com/phone/nwAGn_GuCi-fueAGTakowMi92qmAf2mAuez",huawa.com,桂城街道茶基新村25号一楼首层,http://www.huawa.com/store-0-0-0-0-0-0-0-0-92.html
山东省,威海市,13361149511,郁金香鲜花婚庆,环翠区,和平路27号老肯德基一楼,453823925,http://www.huawa.com/shop/415032,http://www.huawa.com/phone/tuhyPoz5CZNtOaDK-StOlZQmzlCbdxOaeON,huawa.com,和平路27号老肯德基一楼,http://www.huawa.com/store-0-0-0-0-0-0-0-0-88.html
广东省,深圳市,"13714465982,3415529550",欣然花店,龙华区,民治街道中环路（原联丰表壳厂）F栋2楼203,2977429949,http://www.huawa.com/shop/306114,"http://www.huawa.com/phone/2mlK9M048VhCq2XxniH2GFIzo0Xi6KewCmW,http://www.huawa.com/phone/puxWAng5WrfovTbiIApOt8nrQ5UtvzaadMP",huawa.com,民治街道中环路（原联丰表壳厂）F栋2楼203,http://www.huawa.com/store-0-0-0-0-0-0-0-0-1.html
四川省,广元市,18901261990,广元苍溪县艺花,苍溪县,北门沟88号,2778167315,http://www.huawa.com/shop/300801,http://www.huawa.com/phone/KUAq1b6QFEi2vLr2k8uMEQ44Q1k2_fz2vA9,huawa.com,北门沟88号,http://www.huawa.com/store-0-0-0-0-0-0-0-0-91.html
上海市,市辖区,13524404540,爱晨花坊2,嘉定区,上海市嘉定区江桥镇华江路628,462850674,http://www.huawa.com/shop/415802,http://www.huawa.com/phone/fsax5itu6HfYTFgMpBEfMa2hda2gYjIgXFT,huawa.com,江桥镇华江路628,http://www.huawa.com/store-0-0-0-0-0-0-0-0-90.html
北京市,市辖区,13269676198,小米鲜花婚庆,房山区,北京市房山区西路大街点点超市对面,2086796563,http://www.huawa.com/shop/304293,http://www.huawa.com/phone/vS6O7ZIM9oGoCjJi_wnvavaIM9rHI2rJK02,huawa.com,西路大街点点超市对面,http://www.huawa.com/store-0-0-0-0-0-0-0-0-81.html
湖北省,宜昌市,95077052,宜昌市花房姑娘FlowersGirl,西陵区,东山大道64-6号临近CBD,1024449499,http://www.huawa.com/shop/306192,http://www.huawa.com/phone/x4zpV165QIgXjDslbR1z4_Q0alLgnTHqAfg,huawa.com,东山大道64-6号临近CBD,http://www.huawa.com/store-0-0-0-0-0-0-0-0-80.html
广西壮族自治区,钦州市,18177777673,钦州勿忘我精品花艺,钦南区,城东市场,592828296,http://www.huawa.com/shop/415659,http://www.huawa.com/phone/--_FT9RwCh9s_arfmhAjuvV8QGk-cHgpKqw,huawa.com,城东市场,http://www.huawa.com/store-0-0-0-0-0-0-0-0-79.html
陕西省,延安市,559129557,7号花舍,宝塔区,百米大道,498883555,http://www.huawa.com/shop/305228,http://www.huawa.com/phone/9FA9lC0Jl6jFT6yxd-FApA01j8zE7JX5d1s,huawa.com,百米大道,http://www.huawa.com/store-0-0-0-0-0-0-0-0-78.html
山东省,潍坊市,13505364266,中菲鲜花,奎文区,青年路与民生街路口北五十米路西(潍州路与民生街路口北二十米路西),,http://www.huawa.com/shop/358399,http://www.huawa.com/phone/XQjd1LhoDI_0NBOVNDXwbwKhcFJ_FGKNwRS,huawa.com,青年路与民生街路口北五十米路西(潍州路与民生街路口北二十米路西),http://www.huawa.com/store-0-0-0-0-0-0-0-0-7235.html
浙江省,杭州市,13555870115,杭州陌上花开,下城区,文晖路210号,136748864,http://www.huawa.com/shop/411647,http://www.huawa.com/phone/jyuwNmzyAUbYSlD_HLjSuQmj6DUbMRm-4La,huawa.com,文晖路210号,http://www.huawa.com/store-0-0-0-0-0-0-0-0-7234.html
陕西省,西安市,13572582579,赏花时花艺生活馆,莲湖区,莱安逸境6-10113,386686815,http://www.huawa.com/shop/394239,http://www.huawa.com/phone/2__6dq6yjkz3glNXb2f_foKun_kTHln4-bq,huawa.com,莱安逸境6-10113,http://www.huawa.com/store-0-0-0-0-0-0-0-0-7233.html
湖南省,湘潭市,13575292959,勿忘我鲜花店,湘潭县,云华路与013乡道交叉口南200米,895715551,http://www.huawa.com/shop/364542,http://www.huawa.com/phone/5-BIbktDaQ5Ymcj_jVc5eNdjtzf546flqnk,huawa.com,云华路与013乡道交叉口南200米,http://www.huawa.com/store-0-0-0-0-0-0-0-0-7232.html
浙江省,绍兴市,13615856240,绍兴上虞鲜花,越城区,府山街道亭山路26号,361823475,http://www.huawa.com/shop/422877,http://www.huawa.com/phone/aswmPJawyOp5gsJZTIJaM0LZw6PqAkMYOMY,huawa.com,府山街道亭山路26号,http://www.huawa.com/store-0-0-0-0-0-0-0-0-89.html
河南省,平顶山市,15893493008,平顶山市心语花店,卫东区,平顶山市卫东区建设中段,545129048,http://www.huawa.com/shop/305506,http://www.huawa.com/phone/BVEMmDUK83MHWHlONCmCVQqB0C8M3GkPIG1,huawa.com,建设中段,http://www.huawa.com/store-0-0-0-0-0-0-0-0-84.html
广东省,东莞市,13567379634,东莞凤岗永久花店,,凤岗镇永盛大街永久花艺（新高商场旁边）,363948786,http://www.huawa.com/shop/259150,http://www.huawa.com/phone/87GB0gtB1oq1-N91dQ8m0eshprsF_GP9whf,huawa.com,凤岗镇永盛大街永久花艺（新高商场旁边）,http://www.huawa.com/store-0-0-0-0-0-0-0-0-83.html
山西省,太原市,13485305323,山西太原米兰花坊,小店区,永康街王村大院鲜花茶叶批发市场,993376760,http://www.huawa.com/shop/333531,http://www.huawa.com/phone/kYGCsPnWZbLkFpKSL-4k4oSmWPHlVlLR2CH,huawa.com,永康街王村大院鲜花茶叶批发市场,http://www.huawa.com/store-0-0-0-0-0-0-0-0-85.html
山东省,济南市,18560150706,济南礼之花花艺生活馆13256662857,市中区,市中区万达广场,1250138111,http://www.huawa.com/shop/308415,http://www.huawa.com/phone/L_QMzNASd495bb4w3ZNvQ0Lw-e49Fga4L7o,huawa.com,万达广场,http://www.huawa.com/store-0-0-0-0-0-0-0-0-87.html
浙江省,台州市,15726970109,浪漫花艺坊,路桥区,浙江省台州市路桥区商海南街50号,1075840775,http://www.huawa.com/shop/332600,http://www.huawa.com/phone/KRQpOEgikU0ICdvNk9uLRYBfyg3ICRuOPB9,huawa.com,商海南街50号,http://www.huawa.com/store-0-0-0-0-0-0-0-0-86.html
江苏省,南京市,13627835510,轩之花艺花店,鼓楼区,鼓楼区久安里19号,271294838,http://www.huawa.com/shop/415380,http://www.huawa.com/phone/o8-yO1CzQ7wsZ4MUcSocz2L0i7P8AwZ3nYr,huawa.com,久安里19号,http://www.huawa.com/store-0-0-0-0-0-0-0-0-82.html
重庆市,县,15996569588,花好月圆鲜花坊,垫江县,桂溪镇新华街496号（斌航五分店往烈士塔走200米）,459001961,http://www.huawa.com/shop/333941,http://www.huawa.com/phone/-GCVVxD3msnzitU6wVA2SZvwT_ou33puv0k,huawa.com,桂溪镇新华街496号（斌航五分店往烈士塔走200米）,http://www.huawa.com/store-0-0-0-0-0-0-0-0-92.html
北京市,市辖区,"15515094191,18611101697",爱花居北京市顺义店,顺义区,杨镇地区三街村仿古商业街102号,826478730,http://www.huawa.com/shop/309486,"http://www.huawa.com/phone/yC--PlsAhju9akOJna0y-Llcomkuxvikprp,http://www.huawa.com/phone/YaNL-ZJjCpWQHH9V_H3aKR6XJPlWgDFW6LG",huawa.com,杨镇地区三街村仿古商业街102号,http://www.huawa.com/store-0-0-0-0-0-0-0-0-88.html
上海市,市辖区,7740522313,上海直营1店,静安区,长寿路888号大众河滨大厦2408,3573400050,http://www.huawa.com/shop/380455,http://www.huawa.com/phone/KeVe1MQpIcXRyxcBOBL-d0KAxGc3NybMsSQ,huawa.com,长寿路888号大众河滨大厦2408,http://www.huawa.com/store-0-0-0-0-0-0-0-0-1.html
江西省,九江市,13534217615,桂馨花艺,德安县,渊明大道房管局旁桂馨花店,347088818,http://www.huawa.com/shop/355968,http://www.huawa.com/phone/WcaM3UVOnR6FjtYV3znW8m5UV-kSqNjWS32,huawa.com,渊明大道房管局旁桂馨花店,http://www.huawa.com/store-0-0-0-0-0-0-0-0-91.html
浙江省,杭州市,"15394299616,13576517828",杭州蓝岛花卉,下城区,华中南路219号花卉世界北区606-608,1492968328,http://www.huawa.com/shop/255665,"http://www.huawa.com/phone/19P2Mq4-DbGsFs3b4u29HDu3uzgI8Ns4G89,http://www.huawa.com/phone/VtxGKioqx6W0Jr5W7Y5VNpMh453X576YGcI",huawa.com,华中南路219号花卉世界北区606-608,http://www.huawa.com/store-0-0-0-0-0-0-0-0-90.html
江苏省,盐城市,13770265656,东方鲜花,东台市,其他红兰路93号（市幼儿园旁）(市幼儿园旁),,http://www.huawa.com/shop/345598,http://www.huawa.com/phone/9XD3kQHWj7ERlPG6493LmOe3Gl8UZoOR5-H,huawa.com,其他红兰路93号（市幼儿园旁）(市幼儿园旁),http://www.huawa.com/store-0-0-0-0-0-0-0-0-7231.html
江苏省,盐城市,15961903213,瑞园花艺(绿叶花房店),,建阳镇明珠西路西城印象16楼,,http://www.huawa.com/shop/389629,http://www.huawa.com/phone/th3Apd3msJunlEDiolXjn5e1m4FuXdDgDpm,huawa.com,建阳镇明珠西路西城印象16楼,http://www.huawa.com/store-0-0-0-0-0-0-0-0-7230.html
宁夏回族自治区,银川市,13909555118,天地缘(宁大店),西夏区,怀远西路55号（九小路口）,495055399,http://www.huawa.com/shop/375293,http://www.huawa.com/phone/OUjIHRqpMvbHlzOso_AO0zCRqlQcXZyOXDP,huawa.com,怀远西路55号（九小路口）,http://www.huawa.com/store-0-0-0-0-0-0-0-0-7229.html
山东省,青岛市,13564220570,百花聚花店,市南区,漳浦路15号,2780863698,http://www.huawa.com/shop/357373,http://www.huawa.com/phone/QzJ1NeFM_xzqMa0QjYzpAZfE8vvzqcfy7nn,huawa.com,漳浦路15号,http://www.huawa.com/store-0-0-0-0-0-0-0-0-7228.html
江苏省,连云港市,13815606529,花语花苑鲜花店,东海县,利民西路金牛公园南门正对面,1559493010,http://www.huawa.com/shop/345085,http://www.huawa.com/phone/XNObvNSh-HNO9XULrXtarMSh6JNSc9iXPP6,huawa.com,利民西路金牛公园南门正对面,http://www.huawa.com/store-0-0-0-0-0-0-0-0-7227.html
重庆市,县,18717037366,丰都活色生香花艺,丰都县,重庆丰都秀才路6号贵宾楼对面,534205630,http://www.huawa.com/shop/333727,http://www.huawa.com/phone/UtqqQTofP1SbrNWNAHWdyMESIHOTLnSVoEW,huawa.com,重庆丰都秀才路6号贵宾楼对面,http://www.huawa.com/store-0-0-0-0-0-0-0-0-81.html
浙江省,杭州市,15655503579,王子花店,江干区,九堡九环路63号,524648046,http://www.huawa.com/shop/308434,http://www.huawa.com/phone/uiyLCwwmYuS05AaTN-vi2CwguUnuC4GaeRN,huawa.com,九堡九环路63号,http://www.huawa.com/store-0-0-0-0-0-0-0-0-80.html
江西省,南昌市,"579145543,15870674505",邂逅花之缘,青云谱区,南昌市青云谱区建设路179号,2425107662,http://www.huawa.com/shop/416957,"http://www.huawa.com/phone/4B-Y0T_G2jtyugsiaN5-kV_Giijvy-jqNec,http://www.huawa.com/phone/UNWAW4gXaEQWg2OZ_IOWi6LeHaHRWw1NkDX",huawa.com,建设路179号,http://www.huawa.com/store-0-0-0-0-0-0-0-0-79.html
四川省,内江市,"13551520390,13551520390",内江鲜花,东兴区,东兴区龙都路84号（花鸟市场内）,891923054,http://www.huawa.com/shop/319508,"http://www.huawa.com/phone/qcuoQWapu-VofoLkPWNq8uQUaq8ofkTiKac,http://www.huawa.com/phone/L9R1cKPLCyL_MbNB5uLdGRcIP-wL_IjL899",huawa.com,龙都路84号（花鸟市场内）,http://www.huawa.com/store-0-0-0-0-0-0-0-0-78.html
