province,city,tel,name,district,origin_address,qq,shop_url,img_tel,source,address,source_url
湖南,长沙市,17375805948,长沙岳麓区cuteflower花铺,岳麓区,望城坡街道大坝咀小区二期38栋,1208986632,http://www.zhuandan.com/Stores/86660,,zhuandan.com,望城坡街道大坝咀小区二期38栋,http://www.zhuandan.com/Stores/flowers?&p=69
上海,上海,13524147088,上海宝山区上大鲜花婚庆,宝山区,上海市宝山区大场镇聚丰园路469号祁连二村B街坊(祁中路与聚丰园路交叉口东侧14米),1396047692,http://www.zhuandan.com/Stores/30530,,zhuandan.com,大场镇聚丰园路469号祁连二村B街坊(祁中路与聚丰园路交叉口东侧14米),http://www.zhuandan.com/Stores/flowers?&p=74
重庆,重庆市,13350371875,重庆渝中区纤霖花艺有限责任公司,渝中区,重庆市渝中区解放碑街道大都会商厦大都会东方广场(正阳街与五一路交叉口西侧44米),514974802,http://www.zhuandan.com/Stores/57482,,zhuandan.com,解放碑街道大都会商厦大都会东方广场(正阳街与五一路交叉口西侧44米),http://www.zhuandan.com/Stores/flowers?&p=75
辽宁,沈阳市,13909825575,沈阳于洪区雅馨韵鲜花庆典,于洪区,辽宁省沈阳市于洪区陵西街道川江教师新村(长江北街与松山西路交叉口南侧278米),286876346,http://www.zhuandan.com/Stores/57104,,zhuandan.com,陵西街道川江教师新村(长江北街与松山西路交叉口南侧278米),http://www.zhuandan.com/Stores/flowers?&p=73
四川,成都市,15982243782,成都市武侯区幸福美鲜花,武侯区,成都市武侯区双丰中路263号附6-7号幸福美鲜花,"898146536,278186499",http://www.zhuandan.com/Stores/13546,,zhuandan.com,双丰中路263号附6-7号幸福美鲜花,http://www.zhuandan.com/Stores/flowers?&p=1
天津,天津,15620709284,天津和平区现鑫花店,和平区,气象台路37号,3384408092,http://www.zhuandan.com/Stores/22787,,zhuandan.com,气象台路37号,http://www.zhuandan.com/Stores/flowers?&p=70
山东,潍坊市,18053668179,潍坊奎文区叶子花艺,奎文区,蓉花路福海花园东门口对面,969874971,http://www.zhuandan.com/Stores/80279,,zhuandan.com,蓉花路福海花园东门口对面,http://www.zhuandan.com/Stores/flowers?&p=69
北京,北京,13439090533,北京东城区天梦之星花艺坊,东城区,北京市东城区和平里街道砖角楼北里5号,2873709659,http://www.zhuandan.com/Stores/62534,,zhuandan.com,和平里街道砖角楼北里5号,http://www.zhuandan.com/Stores/flowers?&p=74
辽宁,抚顺市,15898372692,抚顺新抚区心晴花艺,新抚区,西七路国家电网对面心晴花艺,791732906,http://www.zhuandan.com/Stores/69779,,zhuandan.com,西七路国家电网对面心晴花艺,http://www.zhuandan.com/Stores/flowers?&p=75
山东,济宁市,13053703771,济宁市任城区爱心鲜花店,任城区,山东省济宁市市中区树成鲜花精品店,451414317,http://www.zhuandan.com/Stores/1044,,zhuandan.com,中区树成鲜花精品店,http://www.zhuandan.com/Stores/flowers?&p=73
广东,深圳市,13631628230,深圳福田区久久鲜花,福田区,深圳市福田区福华一路中心商务大厦,1587809052,http://www.zhuandan.com/Stores/7629,,zhuandan.com,福华一路中心商务大厦,http://www.zhuandan.com/Stores/flowers?&p=1
湖南,长沙市,13087317193,长沙市芙蓉区鑫源鲜花批发,芙蓉区,文艺路街道人民中路中南大学湘雅二医院,754068540,http://www.zhuandan.com/Stores/37380,,zhuandan.com,文艺路街道人民中路中南大学湘雅二医院,http://www.zhuandan.com/Stores/flowers?&p=70
福建,厦门市,18506923073,厦门湖里区爱尚花艺,湖里区,兴隆路505-9,154538086,http://www.zhuandan.com/Stores/21040,,zhuandan.com,兴隆路505-9,http://www.zhuandan.com/Stores/flowers?&p=68
安徽,铜陵市,13866845980,铜陵市有家花店,铜官区,恒大绿洲5栋122,496483512,http://www.zhuandan.com/Stores/44649,,zhuandan.com,恒大绿洲5栋122,http://www.zhuandan.com/Stores/flowers?&p=71
福建,南平市,15105078617,南平市喜洋洋花屋,延平区,南平市八一路176号,395322361,http://www.zhuandan.com/Stores/7860,,zhuandan.com,八一路176号,http://www.zhuandan.com/Stores/flowers?&p=69
广东,广州市,13713724662,广州花都区创意花艺,花都区,广州市花都区茶园里南路西十一巷6号铺,990536196,http://www.zhuandan.com/Stores/36681,,zhuandan.com,茶园里南路西十一巷6号铺,http://www.zhuandan.com/Stores/flowers?&p=74
广东,深圳市,13510721807,深圳南山区怡雅花坊,南山区,留仙大道留仙洞悦方广场1号楼2楼D254商铺怡雅花坊(留仙洞悦方广场店),83960831,http://www.zhuandan.com/Stores/69783,,zhuandan.com,留仙大道留仙洞悦方广场1号楼2楼D254商铺怡雅花坊(留仙洞悦方广场店),http://www.zhuandan.com/Stores/flowers?&p=75
辽宁,大连市,15241838328,大连金州区锦上添花,金州区,辽宁省大连市金州区马桥子街道五彩东街,705101796,http://www.zhuandan.com/Stores/45602,,zhuandan.com,马桥子街道五彩东街,http://www.zhuandan.com/Stores/flowers?&p=73
广东,深圳市,18927408255,深圳罗湖区爱之意花坊,罗湖区,东门新园路14号东兴大厦,3515561248,http://www.zhuandan.com/Stores/28603,,zhuandan.com,东门新园路14号东兴大厦,http://www.zhuandan.com/Stores/flowers?&p=1
陕西,咸阳市,18291007495,咸阳渭城区澜庭花艺,渭城区,陕西省咸阳市渭城区渭阳街道东风路(长陵路与东风路交叉口北侧78米),1575682504,http://www.zhuandan.com/Stores/63649,,zhuandan.com,渭阳街道东风路(长陵路与东风路交叉口北侧78米),http://www.zhuandan.com/Stores/flowers?&p=66
山东,济南市,17661071220,济南历城区顾南衣鲜花店,历城区,甸柳庄63号,2151957287,http://www.zhuandan.com/Stores/70105,,zhuandan.com,甸柳庄63号,http://www.zhuandan.com/Stores/flowers?&p=64
重庆,重庆市,17623238847,重庆沙坪坝区慕秋花艺,沙坪坝区,沙坪坝万达,1481104821,http://www.zhuandan.com/Stores/82140,,zhuandan.com,沙坪坝万达,http://www.zhuandan.com/Stores/flowers?&p=67
辽宁,沈阳市,15998801536,沈阳市花汐沐花艺,沈河区,沈阳市沈河区新立堡路14号12门,148002613,http://www.zhuandan.com/Stores/29712,,zhuandan.com,新立堡路14号12门,http://www.zhuandan.com/Stores/flowers?&p=70
广东,广州市,18520272162,广州天河区花蜜花艺,天河区,石牌东路237号至245号广本宿舍,975367805,http://www.zhuandan.com/Stores/84530,,zhuandan.com,石牌东路237号至245号广本宿舍,http://www.zhuandan.com/Stores/flowers?&p=68
广东,东莞市,13018603875,东莞东城街道花美鲜花店,东城街道,广东省东莞市东城街道涡岭商业街26号120室,3353732134,http://www.zhuandan.com/Stores/82549,,zhuandan.com,涡岭商业街26号120室,http://www.zhuandan.com/Stores/flowers?&p=71
贵州,贵阳市,15085942101,贵阳观山湖区彩雲鲜花,观山湖区,彩云.鲜花,27260209,http://www.zhuandan.com/Stores/77754,,zhuandan.com,彩云.鲜花,http://www.zhuandan.com/Stores/flowers?&p=69
辽宁,大连市,15712393775,大连甘井子区伊莉亚鲜花,甘井子区,辽宁省大连市甘井子区泉水街道奥林园,584935203,http://www.zhuandan.com/Stores/45647,,zhuandan.com,泉水街道奥林园,http://www.zhuandan.com/Stores/flowers?&p=74
北京,北京,15611660078,北京平谷区牵手一生婚庆鲜花,平谷区,平谷南街南100米乐园西小区44号楼,1937130528,http://www.zhuandan.com/Stores/83610,,zhuandan.com,平谷南街南100米乐园西小区44号楼,http://www.zhuandan.com/Stores/flowers?&p=75
河北,石家庄市,13014353242,石家庄市朝阳花社,桥西区,石家庄市桥西区南二环西路268号西三教花卉市场e_2,565213146,http://www.zhuandan.com/Stores/11558,,zhuandan.com,南二环西路268号西三教花卉市场e_2,http://www.zhuandan.com/Stores/flowers?&p=73
北京,北京,18811424307,北京朝阳区速达鲜花,朝阳区,朝阳区南沙滩五建小区20号楼4单元102,804044829,http://www.zhuandan.com/Stores/33776,,zhuandan.com,南沙滩五建小区20号楼4单元102,http://www.zhuandan.com/Stores/flowers?&p=1
浙江,杭州市,15306591327,杭州余杭区初恋花店,余杭区,浙江省杭州市余杭区南苑街道河南埭路39-1,1509318252,http://www.zhuandan.com/Stores/80552,,zhuandan.com,南苑街道河南埭路39-1,http://www.zhuandan.com/Stores/flowers?&p=66
北京,北京,15600049479,北京昌平区霍营梅瑜花艺鲜花店,昌平区,梅瑜花艺(霍营店),937965097,http://www.zhuandan.com/Stores/79843,,zhuandan.com,梅瑜花艺(霍营店),http://www.zhuandan.com/Stores/flowers?&p=64
辽宁,沈阳市,15998392829,沈阳市千百艺鲜花庆典,苏家屯区,雪松路25号,2551466584,http://www.zhuandan.com/Stores/47324,,zhuandan.com,雪松路25号,http://www.zhuandan.com/Stores/flowers?&p=67
山东,济南市,13665316115,济南市市中区饰情花艺,市中区,山东省济南市市中区七贤街道南辛庄西路336-11号济南大学主校区(大学路与南辛庄西路交叉口北侧148米),290626186,http://www.zhuandan.com/Stores/44875,,zhuandan.com,中区七贤街道南辛庄西路336-11号济南大学主校区(大学路与南辛庄西路交叉口北侧148米),http://www.zhuandan.com/Stores/flowers?&p=65
山东,烟台市,15866369781,莱州市遇花园花艺,莱州市,文昌路街道文昌北路1491号明珠园(光州西街),729931881,http://www.zhuandan.com/Stores/48735,,zhuandan.com,文昌路街道文昌北路1491号明珠园(光州西街),http://www.zhuandan.com/Stores/flowers?&p=63
浙江,嘉兴市,13511394972,平湖市小蔡鲜花婚庆,平湖市,平湖市张湖街道人民东路157号中兴银行对面,1274277384,http://www.zhuandan.com/Stores/25083,,zhuandan.com,张湖街道人民东路157号中兴银行对面,http://www.zhuandan.com/Stores/flowers?&p=62
海南,海口市,13518881768,海口龙华区花唯美花艺,龙华区,龙昆北路47一5号铺面,350793672,http://www.zhuandan.com/Stores/71602,,zhuandan.com,龙昆北路47一5号铺面,http://www.zhuandan.com/Stores/flowers?&p=72
河北,沧州市,15930783632,沧州市慧然鲜花,运河区,经二路脑科医院斜对过,237958531,http://www.zhuandan.com/Stores/25373,,zhuandan.com,经二路脑科医院斜对过,http://www.zhuandan.com/Stores/flowers?&p=70
浙江,金华市,15024571056,浦江县欣馨花行,浦江县,浦阳街道东山路99号,649737666,http://www.zhuandan.com/Stores/67891,,zhuandan.com,浦阳街道东山路99号,http://www.zhuandan.com/Stores/flowers?&p=68
湖北,武汉市,13995518957,武汉洪山区米思花艺,洪山区,卓刀泉路238号(地铁2号线杨家湾站B出口旁)武汉皇后公园14号商铺米思花艺,2086485925,http://www.zhuandan.com/Stores/50050,,zhuandan.com,卓刀泉路238号(地铁2号线杨家湾站B出口旁)武汉皇后公园14号商铺米思花艺,http://www.zhuandan.com/Stores/flowers?&p=71
江苏,南京市,18013398067,南京市江宁区南京清迈花坊,江宁区,禄口街道鸣鹤路12号(禄口派出所对面)朗诗青春街区商铺51108,1352218112,http://www.zhuandan.com/Stores/65230,,zhuandan.com,禄口街道鸣鹤路12号(禄口派出所对面)朗诗青春街区商铺51108,http://www.zhuandan.com/Stores/flowers?&p=69
福建,厦门市,15985807353,厦门海沧区missrose花艺,海沧区,沧翔路556-9号,"849818293,443852793",http://www.zhuandan.com/Stores/33654,,zhuandan.com,沧翔路556-9号,http://www.zhuandan.com/Stores/flowers?&p=74
上海,上海,18217664962,上海市馨缘花艺服务中心,浦东新区,惠南镇通济路58号,2290714609,http://www.zhuandan.com/Stores/18589,,zhuandan.com,惠南镇通济路58号,http://www.zhuandan.com/Stores/flowers?&p=75
天津,天津,13821829266,天津滨海新区惜飞花屋,滨海新区,天津市滨海新区新港街道君景广场B座,3308411875,http://www.zhuandan.com/Stores/15661,,zhuandan.com,新港街道君景广场B座,http://www.zhuandan.com/Stores/flowers?&p=73
辽宁,丹东市,13898505225,丹东市小茹工作室,元宝区,官电街58号,370154754,http://www.zhuandan.com/Stores/42782,,zhuandan.com,官电街58号,http://www.zhuandan.com/Stores/flowers?&p=2222
山西,临汾市,13100071213,临汾尧都区告白花艺生活馆,尧都区,鼓楼南大街,469882319,http://www.zhuandan.com/Stores/77854,,zhuandan.com,鼓楼南大街,http://www.zhuandan.com/Stores/flowers?&p=2221
上海,上海,15800366317,上海宝山区花与花语,宝山区,高境镇共康东路163,,http://www.zhuandan.com/Stores/35208,,zhuandan.com,高境镇共康东路163,http://www.zhuandan.com/Stores/flowers?&p=61
福建,泉州市,15880903306,泉州丰泽区梓欣花艺,丰泽区,丰泽区田安路旧泰和酒店对面毅达花苑门口梓欣花艺,917271489,http://www.zhuandan.com/Stores/83741,,zhuandan.com,田安路旧泰和酒店对面毅达花苑门口梓欣花艺,http://www.zhuandan.com/Stores/flowers?&p=2220
山东,淄博市,13280662424,淄博市香榭花舍,张店区,山东省淄博市张店区联通路76-6号,"2628816788,389845787",http://www.zhuandan.com/Stores/9391,,zhuandan.com,联通路76-6号,http://www.zhuandan.com/Stores/flowers?&p=66
北京,北京,13261299370,北京门头沟区宝丽鲜花,门头沟区,北京市门头沟区永定镇祥福斋饭店远洋新天地(建设中)(泰安路与上园路交叉口东侧435米),3055193040,http://www.zhuandan.com/Stores/67830,,zhuandan.com,永定镇祥福斋饭店远洋新天地(建设中)(泰安路与上园路交叉口东侧435米),http://www.zhuandan.com/Stores/flowers?&p=64
黑龙江,大庆市,18245888808,大庆萨尔图区真爱鲜花蛋糕,萨尔图区,黑龙江省大庆市萨尔图区经六街172号,519543456,http://www.zhuandan.com/Stores/12795,,zhuandan.com,经六街172号,http://www.zhuandan.com/Stores/flowers?&p=67
北京,北京,13886430339,北京朝阳区雅兰花屋,朝阳区,金盏乡皮村114号,871452384,http://www.zhuandan.com/Stores/53579,,zhuandan.com,金盏乡皮村114号,http://www.zhuandan.com/Stores/flowers?&p=65
重庆,重庆市,13635367749,重庆沙坪坝区梦鹿花艺,沙坪坝区,沙坪坝区优活城4期6栋2单元1004,374504330,http://www.zhuandan.com/Stores/65119,,zhuandan.com,优活城4期6栋2单元1004,http://www.zhuandan.com/Stores/flowers?&p=63
浙江,杭州市,13868192207,杭州滨江区拾贰花艺,滨江区,浙江省杭州市滨江区长河街道绿香街38号铂金名筑(南环路与支四路交叉口东侧176米),594269640,http://www.zhuandan.com/Stores/73984,,zhuandan.com,长河街道绿香街38号铂金名筑(南环路与支四路交叉口东侧176米),http://www.zhuandan.com/Stores/flowers?&p=62
北京,北京,13269269668,北京顺义区晨花北季鲜花店,顺义区,北京市顺义区后沙峪镇海航国兴城北区4号楼,283588463,http://www.zhuandan.com/Stores/35511,,zhuandan.com,后沙峪镇海航国兴城北区4号楼,http://www.zhuandan.com/Stores/flowers?&p=72
广东,广州市,15820215436,广州市天河区鲜花一束,天河区,天河区龙洞聚贤小区四巷二号对面幸福花屋店,3474453716,http://www.zhuandan.com/Stores/47137,,zhuandan.com,龙洞聚贤小区四巷二号对面幸福花屋店,http://www.zhuandan.com/Stores/flowers?&p=70
安徽,蚌埠市,18900520310,蚌埠市蔷薇公主花房,禹会区,蚌埠市禹会区吴湾路458号,"3274326662,2627108278",http://www.zhuandan.com/Stores/16186,,zhuandan.com,吴湾路458号,http://www.zhuandan.com/Stores/flowers?&p=68
山东,青岛市,18663998810,青岛李沧区尚品花艺,李沧区,山东省青岛市李沧区浮山路街道重庆中路69-70号李村大集农贸市场(青山路与重庆中路辅路交叉口东南方向217米),472857517,http://www.zhuandan.com/Stores/23172,,zhuandan.com,浮山路街道重庆中路69-70号李村大集农贸市场(青山路与重庆中路辅路交叉口东南方向217米),http://www.zhuandan.com/Stores/flowers?&p=71
安徽,淮南市,18955427267,淮南市百合香,田家庵区,淮南市田家庵区龙湖南路3号,1535321281,http://www.zhuandan.com/Stores/5587,,zhuandan.com,龙湖南路3号,http://www.zhuandan.com/Stores/flowers?&p=69
天津,天津,15822918188,天津滨海新区爱尚阳光花艺鲜花店,滨海新区,天津市滨海新区大沽街道王中华骨健康馆(万年桥北路)塘沽盐场小学(响螺湾医院北)(桥宏街与万年桥北路交叉口西北方向24米),2311075251,http://www.zhuandan.com/Stores/58486,,zhuandan.com,大沽街道王中华骨健康馆(万年桥北路)塘沽盐场小学(响螺湾医院北)(桥宏街与万年桥北路交叉口西北方向24米),http://www.zhuandan.com/Stores/flowers?&p=74
湖南,衡阳市,15364256878,耒阳市千紫红花艺,耒阳市,耒阳市蔡伦北路106号,413080187,http://www.zhuandan.com/Stores/15264,,zhuandan.com,蔡伦北路106号,http://www.zhuandan.com/Stores/flowers?&p=75
上海,上海,15026653468,上海浦东新区玫瑰之约花坊,浦东新区,牌楼东路80号,1012790897,http://www.zhuandan.com/Stores/25911,,zhuandan.com,牌楼东路80号,http://www.zhuandan.com/Stores/flowers?&p=73
广东,佛山市,15118585443,佛山顺德区爱美之心花店,顺德区,裕成二路2号琅日饭堂,,http://www.zhuandan.com/Stores/55582,,zhuandan.com,裕成二路2号琅日饭堂,http://www.zhuandan.com/Stores/flowers?&p=2222
湖北,武汉市,13871593340,武汉洪山区原野花艺体验店,洪山区,光谷步行街,984939656,http://www.zhuandan.com/Stores/78622,,zhuandan.com,光谷步行街,http://www.zhuandan.com/Stores/flowers?&p=2221
江苏,扬州市,15152797650,仪征市优雅花艺,仪征市,工农北路136号,1009650372,http://www.zhuandan.com/Stores/19345,,zhuandan.com,工农北路136号,http://www.zhuandan.com/Stores/flowers?&p=61
陕西,渭南市,17762208532,渭南临渭区朵田花艺工作室,临渭区,朵田花艺工作室,493443818,http://www.zhuandan.com/Stores/84509,,zhuandan.com,朵田花艺工作室,http://www.zhuandan.com/Stores/flowers?&p=2220
吉林,长春市,15844067718,长春南关区小虎牙儿鲜花,南关区,大经路与东四道街交汇,928409510,http://www.zhuandan.com/Stores/23836,,zhuandan.com,大经路与东四道街交汇,http://www.zhuandan.com/Stores/flowers?&p=2219
江西,赣州市,15070798395,信丰县花间密码花艺馆,信丰县,嘉定镇中侨路花果山小区,469194340,http://www.zhuandan.com/Stores/73244,,zhuandan.com,嘉定镇中侨路花果山小区,http://www.zhuandan.com/Stores/flowers?&p=2218
四川,绵阳市,18281987689,绵阳涪城区麦穗雅花艺,涪城区,涪城区一环路南段230号麦穗雅花艺,640574053,http://www.zhuandan.com/Stores/24858,,zhuandan.com,一环路南段230号麦穗雅花艺,http://www.zhuandan.com/Stores/flowers?&p=2217
重庆,重庆市,18723410433,重庆南岸区玫色花艺馆,南岸区,福民路39号附139号玫色花艺馆,1098818076,http://www.zhuandan.com/Stores/24089,,zhuandan.com,福民路39号附139号玫色花艺馆,http://www.zhuandan.com/Stores/flowers?&p=2216
江苏,宿迁市,15751598737,宿迁市花田喜事婚庆花艺,宿城区,义乌商贸城精品二期21号,2719289935,http://www.zhuandan.com/Stores/30897,,zhuandan.com,义乌商贸城精品二期21号,http://www.zhuandan.com/Stores/flowers?&p=66
辽宁,沈阳市,13514253636,沈阳市小旭花艺工作室,和平区,辽宁省沈阳市和平区太原街街道夜未央Disco中山公园(和平南大街),629269399,http://www.zhuandan.com/Stores/38906,,zhuandan.com,太原街街道夜未央Disco中山公园(和平南大街),http://www.zhuandan.com/Stores/flowers?&p=64
江苏,南京市,13062517906,南京栖霞区豪庭花坊,栖霞区,和燕路388号4号,1154507350,http://www.zhuandan.com/Stores/36608,,zhuandan.com,和燕路388号4号,http://www.zhuandan.com/Stores/flowers?&p=67
河南,安阳市,15226174888,安阳欢乐送鲜花商行,文峰区,河南省安阳市文峰区开发区商颂大街街道文鼎路安阳师范学院北区,997750579,http://www.zhuandan.com/Stores/25420,,zhuandan.com,开发区商颂大街街道文鼎路安阳师范学院北区,http://www.zhuandan.com/Stores/flowers?&p=65
北京,北京,17611620680,北京朝阳区花骑士花坊,朝阳区,马泉营,1318117666,http://www.zhuandan.com/Stores/49251,,zhuandan.com,马泉营,http://www.zhuandan.com/Stores/flowers?&p=63
山东,菏泽市,15552309962,菏泽爱唯一花艺,牡丹区,菏泽市中山路与人民路交叉口东100米路北,772031593,http://www.zhuandan.com/Stores/18184,,zhuandan.com,中山路与人民路交叉口东100米路北,http://www.zhuandan.com/Stores/flowers?&p=62
四川,成都市,13088098887,成都武侯区绿野仙踪花艺,武侯区,成都市武侯区郭家桥正街1号,8085111,http://www.zhuandan.com/Stores/191,,zhuandan.com,郭家桥正街1号,http://www.zhuandan.com/Stores/flowers?&p=72
广东,深圳市,13028802339,深圳龙岗区迎春鲜花店,龙岗区,深圳龙岗坪山新区迎春路２８,670829122,http://www.zhuandan.com/Stores/6436,,zhuandan.com,深圳龙岗坪山新区迎春路２８,http://www.zhuandan.com/Stores/flowers?&p=70
江苏,南通市,13646191561,如皋市久久花卉,如皋市,如皋市宁海路209号久久花卉（人民医院西侧100米路南）,740393440,http://www.zhuandan.com/Stores/7743,,zhuandan.com,宁海路209号久久花卉（人民医院西侧100米路南）,http://www.zhuandan.com/Stores/flowers?&p=68
广东,广州市,13632348779,广州从化区尚心花店,从化区,宏兴大厦,326252442,http://www.zhuandan.com/Stores/32913,,zhuandan.com,宏兴大厦,http://www.zhuandan.com/Stores/flowers?&p=71
江苏,南京市,18051989684,南京秦淮区心贝花艺,秦淮区,江苏省南京市秦淮区内桥湾66号,1838947193,http://www.zhuandan.com/Stores/13013,,zhuandan.com,内桥湾66号,http://www.zhuandan.com/Stores/flowers?&p=69
广东,东莞市,13066185358,东莞虎门镇爱尚花坊,虎门镇,广东省东莞市虎门镇细卢村前路27号,2469545904,http://www.zhuandan.com/Stores/58748,,zhuandan.com,细卢村前路27号,http://www.zhuandan.com/Stores/flowers?&p=74
浙江,杭州市,15083832395,杭州西湖区漫花生活花店,西湖区,杭州市西湖区紫金花路府苑新村1号14幢4号商铺,824263482,http://www.zhuandan.com/Stores/70310,,zhuandan.com,紫金花路府苑新村1号14幢4号商铺,http://www.zhuandan.com/Stores/flowers?&p=75
北京,北京,18201044366,北京海淀区定慧寺鲜花店,海淀区,八里庄街道西八里庄路定慧福里南区,1348780590,http://www.zhuandan.com/Stores/49463,,zhuandan.com,八里庄街道西八里庄路定慧福里南区,http://www.zhuandan.com/Stores/flowers?&p=73
广东,广州市,15389261681,丽恩花店,白云区,人和镇穗和家园二期,990297729,http://www.zhuandan.com/Stores/62744,,zhuandan.com,人和镇穗和家园二期,http://www.zhuandan.com/Stores/flowers?&p=2215
广东,深圳市,13827849042,深圳龙岗区与花为伴花店,龙岗区,与花为伴布吉街道国展社区湖南路百合星城一期百合酒店公寓大堂2号,1109016182,http://www.zhuandan.com/Stores/79896,,zhuandan.com,与花为伴布吉街道国展社区湖南路百合星城一期百合酒店公寓大堂2号,http://www.zhuandan.com/Stores/flowers?&p=2214
湖南,娄底市,15173896605,新化县妙思花语花店,新化县,新化县新人民医院斜对面,121853011,http://www.zhuandan.com/Stores/36374,,zhuandan.com,新人民医院斜对面,http://www.zhuandan.com/Stores/flowers?&p=2213
安徽,宿州市,15855376975,灵璧县青木花店,灵璧县,安徽省宿州市灵璧县灵城镇钟馗路70号(钟馗路与汴河路交叉口东北方向242米),724929849,http://www.zhuandan.com/Stores/74006,,zhuandan.com,灵城镇钟馗路70号(钟馗路与汴河路交叉口东北方向242米),http://www.zhuandan.com/Stores/flowers?&p=2212
湖南,岳阳市,13786018968,岳阳市岳阳楼区时光花艺,岳阳楼区,白杨坡路25号,790510508,http://www.zhuandan.com/Stores/59422,,zhuandan.com,白杨坡路25号,http://www.zhuandan.com/Stores/flowers?&p=2222
山西,运城市,13834735548,运城盐湖区只为遇见花坊,盐湖区,山西省运城市盐湖区北城街道工农西街319号佰客隆购物广场(工农西街店)(工农西街与货场西路交叉口东侧30米),550368655,http://www.zhuandan.com/Stores/79390,,zhuandan.com,北城街道工农西街319号佰客隆购物广场(工农西街店)(工农西街与货场西路交叉口东侧30米),http://www.zhuandan.com/Stores/flowers?&p=2221
上海,上海,13524078992,上海嘉定艺阁花坊,嘉定区,艺阁花坊上海市嘉定区马陆阿克苏路深城投十一街区7号楼107,179271093,http://www.zhuandan.com/Stores/75415,,zhuandan.com,艺阁花坊马陆阿克苏路深城投十一街区7号楼107,http://www.zhuandan.com/Stores/flowers?&p=61
湖南,长沙市,13787000123,长沙雨花区京喜花铺,雨花区,左家塘狮子山一片,23170123,http://www.zhuandan.com/Stores/21533,,zhuandan.com,左家塘狮子山一片,http://www.zhuandan.com/Stores/flowers?&p=2220
浙江,宁波市,13586911031,余姚市尚品花坊,余姚市,余姚市泗门镇河塍北路17号,314234079,http://www.zhuandan.com/Stores/26140,,zhuandan.com,泗门镇河塍北路17号,http://www.zhuandan.com/Stores/flowers?&p=2219
江苏,苏州市,18225707270,太仓市初见花店,太仓市,弇山东路19-04,1639540434,http://www.zhuandan.com/Stores/73500,,zhuandan.com,弇山东路19-04,http://www.zhuandan.com/Stores/flowers?&p=2218
上海,上海,18721102293,上海松江区新鲜花艺,松江区,九亭涞坊路650弄中大九里德小区内,86023400,http://www.zhuandan.com/Stores/55834,,zhuandan.com,九亭涞坊路650弄中大九里德小区内,http://www.zhuandan.com/Stores/flowers?&p=2217
广东,东莞市,15015347583,东莞寮步花艺,寮步镇,寮步镇松柏路,2385592494,http://www.zhuandan.com/Stores/52761,,zhuandan.com,松柏路,http://www.zhuandan.com/Stores/flowers?&p=2216
